"author","title","post_time","like","hate","article"
"zxc906383","[分享] MLB 目前身上有複數年約的先發投手","Mon Dec 27 21:55:36 2021","240","150","https://www.spotrac.com/mlb/rankings/average/starting-pitcher/veteran/
取身上有均薪大於15M的複數年約的先發投手
並照開跑年排列

David Price(2016-2022)
7yr/217M
https://i.imgur.com/STqQ7oQ.png
https://i.imgur.com/DNsPEsf.png
2016 $30,000,000        IP:230.0  ERA+112
2017 $30,000,000        IP:74.2   ERA+135
2018 $30,000,000        IP:176.0  ERA+123
2019 $31,000,000        IP:107.1  ERA+114
2020 $0
2021 $32,000,000        IP:73.2   ERA+102
-----------------------------------------------
6年領了153M  bwar:11.1 fwar:11.3

Yu Darvish(2018-2023)
6yr/126M
https://i.imgur.com/S6XWwm5.jpg
2018 $25,000,000  IP:40.0  ERA+85
2019 $25,000,000  IP:178.2 ERA+111
2020 $8,148,148   IP:76.0  ERA+224  國聯賽揚第二
2021 $22,000,000  IP:166.1 ERA+92
-----------------------------------------------
4年領了90M  bwar:7.6

Patrick Corbin(2019-2024)
6yr/140M 註:有10M延遲付款(2025)
https://i.imgur.com/g1borbQ.jpg
2019 $12,500,000+$2,500,000(簽約金)  IP:202.0 ERA+138 國聯賽揚第十一
2020 $7,037,037   IP:65.2  ERA+96
2021 $24,000,000  IP:171.2 ERA+70
-----------------------------------------------
3年領了46M  bwar:5.7 fwar:6.1

Nathan Eovaldi(2019-2022)
4yr/68M
https://i.imgur.com/Q5kqkcB.jpg
2019 $17,000,000 IP:67.2 ERA+81
2020 $6,296,296  IP:48.1 ERA+129
2021 $17,000,000 IP:182.1 ERA+126 美聯賽揚第四
-----------------------------------------------
3年領了40M  bwar:5.9 fwar:6.2

Zack Wheeler(2020-2024)
5yr/118M
https://i.imgur.com/Y2wuICW.png
2020 $7,962,963   IP:71.0  ERA+154 國聯賽揚第十二
2021 $22,500,000  IP:213.1 ERA+150 國聯賽揚第二
-----------------------------------------------
2年領了30M  bwar:10.4 fwar:9.3

Madison Bumgarner(2020-2024)
5yr/85M 註:有15M延遲付款(2025-2027)
https://i.imgur.com/QL4Vd3v.png
2020 $2,222,222   IP:41.2   ERA+70
2021 $19,000,000  IP:146.1  ERA+91
-----------------------------------------------
2年領了21M  bwar:1.1 fwar:1.0

Hyun-Jin Ryu(2020-2023)
4yr/80M
https://i.imgur.com/vMyvVbw.jpg
2020 $7,407,407   IP:67.0   ERA+164  美聯賽揚第三
2021 $20,000,000  IP:169.0  ERA+100
-----------------------------------------------
2年領了27M  bwar:4.7 fwar:4.4

Chris Sale(2020-2024)
5yr/145M 註:有50M延遲付款(2035-2039)
https://i.imgur.com/4ZIpJWc.jpg
2020 $7,407,407   IP:0
2021 $20,000,000  IP:42.2 ERA+150
-----------------------------------------------
2年領了27M  bwar:1.0 fwar:0.8

Stephen Strasburg(2020-2026)
7yr/245 註:有80M延遲付款(2027-2029)
https://i.imgur.com/QzFwwcP.jpg
2020 $8,730,159+$10,000,000(前一張延遲)   IP:5.0   ERA+44
2021 $23,571,429+$10,000,000(前一張延遲)  IP:21.2  ERA+90
-----------------------------------------------
2年領了32M  bwar:-0.3 fwar:0.0

Gerrit Cole(2020-2028)
9yr/324M
https://i.imgur.com/ryKKsR9.jpg
2020 $13,333,333  IP:73.0  ERA+151  美聯賽揚第四
2021 $36,000,000  IP:181.0 ERA+133  美聯賽揚第二
-----------------------------------------------
2年領了49M  bwar:7.8 fwar:6.7

Jacob deGrom(2020-2024)
5yr/137M 註:有52.5M延遲付款(2035-2039)/2022季末可逃脫
https://i.imgur.com/qYM7Pvs.png
2020 $4,074,074   IP:68.0  ERA+180 國聯賽揚第三
2021 $20,000,000  IP:92.0  ERA+373 國聯賽揚第九
-----------------------------------------------
2年領了24M  bwar:7.1 fwar:7.5

Dallas Keuchel(2020-2022)
3yr/55.5M+2024 Vesting Option($20,000,000)
https://i.imgur.com/aTHyiRn.png
2020 $6,666,667  IP:63.1  ERA+224  美聯賽揚第五
2021 $18,000,000 IP:162.0 ERA+82
-----------------------------------------------
2年領了24M  bwar:2.1 fwar:2.4

Miles Mikolas(2020-2023)
4yr/68M
https://i.imgur.com/3WQwgTc.jpg
2020 $5,833,333   IP:0
2021 $15,750,000  IP:44.2 ERA+92
-----------------------------------------------
2年領了21.5M  bwar:-0.1 fwar:0.5

Trevor Bauer(2021-2023)
3yr/105M
https://i.imgur.com/aDIQYUW.jpg
https://i.imgur.com/BjIMvCo.jpg
2021 $28,000,000+$10,000,000 (簽約金) IP:107.2 ERA+158
-----------------------------------------------
1年領了38M  bwar:3.0 fwar:1.8

2022開始跑
Max Scherzer 3yr/130M
Robbie Ray 5yr/115M
Kevin Gausman 5yr/110M
Lance McCullers  5yr/85M
Eduardo Rodriguez 5yr/77M
Marcus Stroman 3yr/71M
Justin Verlander 2yr/50M

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 220.129.208.146 (臺灣)
"
"saiulbb","[新聞] 柯瑞亞實話雖惹人嫌 基特守備確實不值金手套","Mon Dec 27 17:56:59 2021","376","206","1. 新聞來源：
聯合體育
2. 新聞標題：
柯瑞亞實話雖惹人嫌 基特守備確實不值金手套
3. 新聞內容：
2021-12-27 07:00 聯合新聞網 / tyruschen
https://uc.udn.com.tw/photo/2021/12/26/0/14889875.jpg
名人堂球星、前洋基隊長基特是五屆美聯游擊金手套得主，守備功力在當時頗受好評，但
沒想到後來會被人揭穿其實他的守備能力是「破手套」等級。 歐新社資料照片
從深遠的內野邊緣躍起長傳一壘封殺（The jump throw）、在2001年美聯分區賽轉手將球
拋給捕手刺殺跑者（The flip），以及最經典的一幕——奮力接殺飛球後衝進觀眾席（
The dive），不惜撞傷他那張英俊臉龐的壯舉…在看過基特（Derek Jeter）這些個個都
有「The封號」的經典守備畫面後，很難想像竟有後生小輩膽敢質疑這位洋基隊長根本不
配拿任何一座金手套（基特生涯總共拿了五座）——除了也守游擊，而且一向大言不慚的
最大咖自由球員柯瑞亞（Carlos Correa）。
套句某部長的名言，柯瑞亞這段批評前輩守備功力的「粗暴言論」其實「DUCK不必」。何
況江湖上盛傳洋基有意找他來當「基特接班人」，管不住自己大嘴巴的柯瑞亞根本是自找
麻煩。然而就事論事，柯瑞亞絕非對基特守備指指點點的第一人。從基特還是現役時，他
的守備究竟算好還是壞就有很大的爭議。再加上當時用進階數據分析表現的「賽伯計量學
」（Sabermetrics）正方興未艾，拿數據來分析基特守備更成了熱門話題。
https://uc.udn.com.tw/photo/2021/12/26/0/14889920.jpg
柯瑞亞(右)今年剛獲得美聯游擊金手套獎，大概是在底氣十足的情況下，大膽批評前輩基
特的守備能力。 歐新社資料照片
早在2000年洋基王朝還如日中天（同年洋基完成三連霸）、基特前一年剛打出生涯最佳成
績之時（打擊三圍.349/.438/.552、219隻安打、全壘打24發、打點102分、得分134等數
字都是生涯最高），在數據分析上居權威地位的Baseball Prospectus年刊就毫不客氣地
指出基特的守備「非常之糟，他不但傳球出手慢，守備範圍小到不行，走位步伐更是一塌
糊塗。」更加「駭人聽聞」的是，許多進階數據指出基特的守備不僅稱不上金手套等級，
甚至很可能是最爛的幾個野手之一——這裡所說的最爛可不只侷限於現役，而是史上所有
野手。
然而守備數據畢竟不像打擊一樣容易量化，再加上當時棒球界仍普遍看不起那些把進階數
據掛在嘴上的「專家」，因此大多數人多不把「其實基特守備很爛」的「邪說」放在心上
。再加上基特無以倫比的個人魅力、不時出現的美技守備，最終還是為他贏得五座金手套
獎。集各種光環與榮耀於一身的基特幾乎成了當時大聯盟的最佳代言人，再加上廣大洋基
迷的「忠心護主」，他的守備好壞也就更加難有定論——直到被稱為「賽伯計量學之父」
的棒球數據大師詹姆斯（Bill James）在2006年《守備聖經》（The Fielding Bible）一
書中為文做了全面性的分析，基特守備不佳的論點才算是一錘定音。
根據詹姆斯指出，他跟《守備聖經》的作者狄萬（John Dewan，如今已成為守備分析的宗
師）用了多達四種方法來分析基特的守備，其中包含最笨卻也是最扎實的方法——看遍一
年中每一場比賽的所有守備片段，並一一紀錄每一球的方向、落點、飛行狀態跟擊球強度
，再根據這些因素計算出野手處理每一球造成出局的機率。在看過基特無數次的「笨拙」
守備演出後，狄萬得出一個結論，基特很可能就是當年聯盟中守備最差勁的野手——而且
不分位置，沒有之一。
https://uc.udn.com.tw/photo/2021/12/26/0/14889930.jpg
在《守備聖經》一書出版之後，用較客觀的方式來檢視守備，才發現防守美技多並不一定
等於守備能力好，基特(右)就是代表性人物。 歐新社資料照片
除此之外，詹姆斯跟狄萬還調出基特一季當中表現最精彩跟最糟糕的20次守備影片，拿來
跟當時公認守備最出色的太空人游擊手艾佛瑞特（Adam Everett）做比較（諷刺的是，艾
佛列特一座金手套獎也沒拿過），最後得出了兩人直觀表現就已有如天壤之別的結論。詹
姆斯還比較了基特跟艾佛瑞特誰能接到更多難接的來球、誰又漏掉更多例行公事的必死球
，以及當年洋基游擊防區各方向包括二游、三游及游擊、左外野間形成的安打隻數與太空
人及聯盟平均的比較，結果基特都毫不意外地以極大差距完敗。更別提詹姆斯自創及其他
公認具一定公信力的進階數據，基特的成績無不敬陪末座。像是自2003年開始統計的DRS
（守備救分，Defensive Runs Saved的簡稱），到退休那一年為止基特共累積負162分—
—至今仍是倒數第一，無野手能出其右。
https://uc.udn.com.tw/photo/2021/12/26/0/14889961.jpg
前太空人游擊手艾佛瑞特守備能力優異，但在國聯金手套競爭上一直輸給費城人的羅林斯
。艾佛瑞特轉到老虎隊之後，又在在美聯金手套競爭上敗給基特。 歐新社資料照片
過去當這些數據專家批評基特的守備時，許多人尤其球員、教練總是嗤之以鼻，認為不過
是些沒打過球的書呆子坐在電腦前鼓搗出的數據，如今卻是同樣鎮守游擊多年的後輩柯瑞
亞出來叫陣。雖說柯瑞亞初出茅廬剛好在基特退休隔年，無緣親眼目睹名人堂前輩的「守
備風範」（順帶一提，那一年基特的DRS是負21，在所有野手中排倒數第二），但身為新
科金手套獎得主兼頒給不分位置守備最佳野手的美聯白金手套（Platinum Glove Award）
得主，柯瑞亞的說法自有一定說服力。不過早已退休多年當起球隊老闆的基特，去年還以
一票之差差點成為史上第二位全票入選的名人堂球星，如今身份地位又比當年更加「高大
上」，自然無須對後生小輩的叫囂多加理會。
https://uc.udn.com.tw/photo/2021/12/26/0/14889984.jfif
白金手套獎得主是金手套中的金手套，像紅雀三壘手亞瑞納多連9年獲得金手套獎，也連5
屆獲得白金手套獎。 擷圖自大聯盟官方推特
基特是幸運的是在他打球的年代，大聯盟還沒有像現今的Statcast等高科技可以鉅細靡遺
地追蹤，也沒有廣大網路群眾會鍥而不捨地去抽絲剝繭分析野手的守備。而且過去大聯盟
確實有只憑美技「高光」跟「看牌子」給金手套獎的陋習。不只基特，其他像小葛瑞菲（
Ken Griffey Jr.）、小瑞普肯（Cal Ripken Jr.）及阿洛馬（Roberto Alomar）都曾受
過同樣的質疑。最出名的例子是後來因使用禁藥身敗名裂的帕梅洛（Rafael Palmeiro）
，他在1999年大部分時間明明都是DH，只打醬油守了28場一壘卻還是拿到金手套獎。
不過身為洋基王朝的最大功臣之一，基特的守備缺陷畢竟瑕不掩瑜。就像詹姆斯在文章中
所說的：假使基特的守備真的是史上最爛，因為他在其他方面的優異表現遠超其他人，洋
基仍會心甘情願讓他持續鎮守游擊，最終結局也確實圓滿。即便守備不佳的基特真的靠打
擊跟個人魅力佔了游擊的缺——就連守備比較好的另一位游擊超級巨星羅德里奎茲（
Alex Rodriguez）轉到洋基也得閃一邊守三壘去——但這都無損於基特史上最偉大游擊手
之一的評價，更無法動搖他在洋基球迷心目中的至高地位。
4. 新聞連結：
https://udn.com/news/story/6999/5989772
5. 備註：
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 61.56.143.149 (臺灣)
"
"polanco","[新聞] SPC-懷抱旅美夢！ 「五冠王」山本由伸盼","Mon Dec 27 11:30:49 2021","522","200","懷抱旅美夢！ 「五冠王」山本由伸盼挑戰大聯盟
〔體育中心／綜合報導〕歐力士23歲王牌投手山本由伸，日前獲得家鄉岡山縣備前市「市民
榮譽獎章」，昨日出席表揚儀式時，直呼會拿出更好的表現報答支持他的球迷，更透露想挑
戰大聯盟的野心。
山本由伸本季出賽26場，以防禦率1.39、18勝、勝率7成83、206次三振、4次完封成為日職
史上第8位「投手五冠王」，季後也拿下金手套、洋聯最佳十人、洋聯年度MVP。
山本由伸除了賽季的出色表現外，今夏也入選日本武士隊，披上國家隊戰袍在東京奧運拿下
金牌，他的家鄉岡山縣備前市日前頒發市民榮譽獎章給他，表揚今年達成的多項成就。
昨日表揚儀式上，山本由伸也舉行了演說見面會，報答支持他的市民，要取得入場資格，必
須在網路上報名，約20分鐘就額滿，總共622位鄉親擠爆現場，山本由伸直呼：「感受到大
家溫暖的熱情，今後也會繼續在比賽中拚盡全力，帶給大家勇氣和感動。」
山本由伸表示：「明年也要超越今年的自己，繼續拿下所有投手獎項，因為覺得成績還能更
進步，所以會告訴自己要好好去拚，把這變成前進的動力。」
值得一提的是，山本由伸也懷抱旅美夢，他在鄉親們面前透露：「希望有朝一日，能在最高
殿堂的地方打棒球。」
https://sports.ltn.com.tw/news/breakingnews/3781280
大聯盟沒改規定的話至少還要再兩年
到時候應該能辦法挑戰田中將大的合約?
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 42.77.49.68 (臺灣)
"
"whj0530","[新聞] 傷後被放60人名單之外　唐肇廷：應避免再","Sun Dec 26 22:16:05 2021","337","90","傷後被放60人名單之外　唐肇廷：應避免再發生
記者楊舒帆／台北報導
統一獅把複數年合約球員唐肇廷放在60人名單之外，讓各隊認為規章有所瑕疵，唐肇廷也
認為，未來應該要討論如何避免再發生。
唐肇廷在今年4月與統一獅簽下2年複數年合約，明年還有1年合約，應該不能放在60人保
留名單之外，但因唐肇廷在季後開刀，至少要休息半年，統一獅為空出1個名額，因此把
唐肇廷放在60人名單之外。
傷後首次公開在球迷會露面，針對發生在自己身上的狀況，唐肇廷坦言，「球團決定也不
能說什麼，畢竟我們是勞方，但還是希望未來討論看看，能避免再發生。」
統一獅唐肇廷的例子一開，中職各球團明年也可以把複數年合約球員放在60人之外，可以
讓更多球員放進60人名單內。唐肇廷認為，畢竟球團需要省空間，但如此一來設置60人就
失去意義了。

https://sports.ettoday.net/news/2155101#ixzz7GA9K2MVP
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 59.127.156.168 (臺灣)
"
"timsun105","[新聞] 王建民大兒子首先發！父親稱讚拿手機錄","Sun Dec 26 17:02:13 2021","553","147","王建民大兒子首先發！父親稱讚拿手機錄影　陳鏞基讚有基因
記者賴冠文／彰化報導
第3屆「BE HEROES棒球訓練營」在彰化展開，王建民領軍職棒球員指導，而他的大兒子今天
在對抗賽首度先發，若以專業角度評論，王建民直呼當然不好，但最欣慰內向的兒子有膽量
跟小朋友玩一起。
王建民大兒子4、5歲時，曾在美國玩過樂樂棒球，這是他首度參加正式比賽，賽前王建民還
特別提醒他規則，最後被分配到陳鏞基、張進德的球隊，陳鏞基說：「我想說學長的兒子應
該不會差很多，就讓他先投投看。」
最後王建民大兒子投0.2局失4分退場，陳鏞基表示基於保護原則讓他退場，仍大讚動作漂亮
，有王建民的基因，「後來換掉是看他球數有點多，他說手有點痠就換下來，能否打好是其
次，先培養小朋友對棒球的興趣，他的動作滿漂亮的，還是有學長那個基因在。」
王建民全程看兒子比賽，拿起手機錄下難得畫面，問起大兒子首先發的控球、球速、動作如
何？王建民笑說：「當然不好，失了4分吧！」不過仍稱讚兒子勇氣可嘉，「他參與這次訓
練營的活動，他覺得滿好玩的，跟著不熟悉的小朋友一起訓練，有膽量跟其他小朋友一起玩
，覺得滿不錯的。」
展逸國際企業旗下球星連續第三年齊聚彰化，王建民首度帶小孩參加訓練營，兩個兒子個性
較為內向，多半時間在場邊旁觀。談起孩子的興趣，王建民笑說，好像都對棒球沒有特別喜
歡，小兒子倒是很愛打籃球，「他都說他長大要打NBA。」
來源：https://bit.ly/3ErxWwQ

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 180.217.146.77 (臺灣)
"
"abc12812","Re: [討論] 現在大聯盟還能出Rickey Handerson嗎?","Sun Dec 26 09:21:43 2021","45","135","※ 引述《Darren2012 (達倫)》之銘言：
: 看了以前Rickey Handerson的盜壘影片，
: 坦白說都有點欺負捕手臂力不強的感覺，
: 像現在大聯盟這麼多捕手laser beam般的傳球，
: 加上投手球速比以前更快，
: 還能有生涯嘗試1200盜就成功1000次的Handerson嗎？
: 在講究速度的現在棒球，
: 盜壘成功率反而下滑，
: 會不會是當代棒球的悖論？
: 大家看法如何？
你的論點""在講究速度的現在棒球 盜壘成功率反而下滑"" 這點在數據上是不支持的
1982年(Henderson 130盜的那年)聯盟阻殺率是34%
2021年聯盟阻殺率是24% 比起82年整整低了10%之多
可見現代棒球的環境是更為適合盜壘的
如果Henderson這種跑壘能力的球員來到現在
我想要生涯90%以上盜壘成功率爽刷盜壘數應該不是難事吧
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 172.91.141.162 (美國)
"
"assnccu8787","[討論] 簽下巴提斯塔該端出什麼樣的合約呢","Sat Dec 25 19:25:15 2021","429","183","如題
富邦宣佈已經快跟曾經的廣島鯉魚重砲
Xavier Batista取得共識了
這位曾經在日職三年狂敲60轟的重砲手
為了防止他想家或韓職挖腳
富邦該端出什麼樣的合約呢
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 118.167.12.75 (臺灣)
"
"teramars","[分享] 統一獅的猛威爾結婚了","Sat Dec 25 15:46:59 2021","377","124","
  統一獅的猛威爾今天在個人IG發出結婚的訊息
  https://i.imgur.com/OtKledJ.jpg
https://i.imgur.com/cbJvAf2.jpg
https://i.imgur.com/ipo8yBR.jpg

timelville
Me and Ally just want to say Thank you from the bottom of our hearts to
everyone who made this day happen!
A slight rain delay didn't faze our guests
and we thank you all for joining us in the celebration of our marriage!

https://i.imgur.com/kBiwxSo.jpg

 恭喜猛威爾!!!

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 182.234.74.135 (臺灣)
"
"girl10319","[新聞] 心繫家與丘哥 黃泰龍放開兄弟","Sat Dec 25 10:52:44 2021","288","36","心繫家與丘哥 黃泰龍放開兄弟
記者羅志朋／新北報導
「坦白說，親情和兄弟情在我心中不斷拉扯。」黃泰龍捨中信兄弟，選擇接任富邦悍將首
席教練，主因是家住蘆洲，距悍將大本營新莊球場不遠，他希望多花點時間陪家人，不願
錯過兩個女兒成長歷程。
黃泰龍透露，過去在兄弟曾赴美春訓1個月，今年疫情期間2個月無法回家，只能待在台中
宿舍，讓一向愛家的他深思未來，「剛好富邦提出邀約，我把很多兄弟球員當親弟弟看待
，感情很深，然而最終仍選擇親情。」
接首席教練輔佐丘總
悍將主帥丘昌榮是黃泰龍願改披藍衫另一重要考量。黃泰龍表示，丘昌榮是會和球員談心
的總教練，善於溝通，身為首席教練，須扮演總教練和選手間橋樑，能否溝通很重要，加
上彼此熟悉，決定再續前緣。
丘昌榮盛讚黃泰龍頭腦反應快、觀察力強，訓練很有想法，可帶給悍將守備訓練很大幫助
，是很棒的人才。
堅持正向教球理念
黃泰龍表示，他在選手時期曾被教練嫌東嫌西到一度懷疑人生，退役轉教練的教球理念是
，「放大優點、不挑缺點，將每位選手潛能與價值發揮到最大。」他指出，悍將許多選手
深具潛力，不管老將或年輕球員都要放大優點盡情發揮。
褪去穿12年的黃衫，黃泰龍感謝兄弟球團多年來栽培，並尊重他的決定，也期許自己能為
悍將帶來向上提升的力量。
https://sports.ltn.com.tw/news/paper/1491879
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 39.12.36.198 (臺灣)
"
"ericisfish","[新聞] 陳鴻文、林益全留富邦？ 林華韋：希望他","Fri Dec 24 22:31:59 2021","198","46","陳鴻文、林益全留富邦？　林華韋：希望他們留下

記者歐建智／新北報導
富邦悍將2位行使自由球員陳鴻文、林益全會留下嗎？領隊林華韋24日表示，都有在談，
希望他們可以留下來。
陳鴻文與林益全在今年季後行使自由球員，二人都是富邦悍將的主要戰力球員，林華韋之
前就已說過，會全力留下陳鴻文與林益全。
林華韋24日再被問到陳鴻文、林益全二人的問題，先是說：「留下。」之後馬上改口說，
「希望他們可以留下來。」
陳鴻文今年月薪50萬，行使FA的話，全額轉隊費補償是750萬；若選擇部分轉隊費加補償
選手，轉隊費是450萬。
林益全今年36歲，月薪72.5萬，轉隊費高達1087.5萬，如果是部份轉隊費加上1位補償球
員，轉隊費是652.5萬。
https://sports.ettoday.net/news/2153998
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 218.166.120.35 (臺灣)
"
"DoncicInPTT","[新聞] 中職/打造有溫度的悍將 丘昌榮談「旅外","Fri Dec 24 18:07:35 2021","87","88","
中職/打造有溫度的悍將 丘昌榮談「旅外邦」不貼標籤
富邦悍將隊5年無冠，參與總冠軍賽的次數還是「0」，但球隊內訌數搖搖領先(是遙遙領先)，丘昌榮接下這支被外界視為燙手山芋的球隊兵符，期望打造有溫度的球隊、有靈魂的球員，對於悍將隊被認為難解的旅外、本土派系問題，他的回應直接了當：「都是台灣人」。
悍將隊空有華麗陣容卻無法整合，一直是這支團隊的最大問題，丘昌榮也注意到球隊體質，陣中老將約8、9人，中生代相對缺乏，有近40個年輕球員，戰力較難銜接，決定接下兵符時，就有和球團、教練討論到年輕選手的成長。
「高中剛畢業的選手馬上要成為職業選手，很不容易，希望他們一年一年成熟，懂得安排自己的訓練，在挫敗中隔天馬上站上球場，這些都需要教育。」丘總和二軍教頭陳金鋒有共識，盼一、二軍之間溝通管道暢通，二軍的訓練以協助選手可以減少上一軍適應期為主。
丘昌榮期望打造有溫度的悍將隊，他有感而發說回到職棒執教的這幾年，感覺和團隊每天在一起的時間比家人更久，彼此之間沒有一點關心，每天相處再一起真的很辛苦。
「旅外幫」常被點名是影響悍將隊氣氛的一環，丘總對此認為：「都是台灣人，我覺得不需要貼上『旅外』，大家教學相長，我當教練也是在學習。」再被追問若碰到意見不同時，丘昌榮回應：「先溝通吧！釋出善意，這些球員不是惡魔。」

https://pse.is/3w4j8u
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 112.78.78.240 (臺灣)
"
"msun","[分享] 2022中華職棒西瓜盃 五隊最強教練團","Fri Dec 24 15:55:22 2021","544","67","本文接續前文:
[分享] 2021中華職棒 五隊最強教練團
https://www.ptt.cc/bbs/Baseball/M.1637749946.A.383.html
是以圖表跟色彩的方式來看各隊教練團的組成,
看看如果每個教練都回到年輕時的身手,組成一隊的陣容會是怎樣子.
避免成為棒次文,而且每個人心中的棒次都不同,也不排棒次.

中信兄弟教練團
[投手] 王建民 鄭錡鴻 艾迪頓 佛斯特 林恩宇
[捕手] 陳智弘 王峻杰
[內野] 石志偉 陳江和 陳弘桂
[外野] 許皓銘 林威助 陳皓然 威爾森 黃稚峰 許峰賓 林明憲
[離隊] 丘昌榮 黃泰龍
許峰賓 林明憲 林威助         投  手
 ＼　                              　／   王建民
   ＼　　　   陳江和　　　／　   鄭錡鴻
     ＼　　                  　　／　　　 艾迪頓
       ＼　石志偉  　      　  ／　　　　 佛斯特
         ＼                  ／　　　　   林恩宇
           ＼  　        　／
             ＼　        ／　     板  凳
      D H 　   ＼　　　／　　     陳弘桂 王峻杰
威爾森    　＼　／　　　　　 陳皓然　黃稚峰 　　 　
                 陳智弘 許皓銘
2021年的冠軍中信兄弟,還是離開了丘昌榮跟黃泰龍兩位,
少了能守內野先發的教練,這部份應該還會再找人補上吧?

---------------------------------------------------
統一7-11獅教練團
[投手] 羅錦龍 納瓦洛 鄭博壬 高建三 林岳平
[捕手] 高志綱 凃壯勳 陳俊輝 高政華 林  偉
[內野] 莊景賀 周廣勝 劉育辰 卡麥隆
[外野] 朱元勤 莊駿凱 郭俊佑 陳連宏
朱元勤 莊駿凱 郭俊佑         投  手
 ＼　                              　／   羅錦龍
   ＼　  　 莊景賀   　周廣勝　  　／　   林岳平
     ＼　　                  　　／　　　 高建三
     　＼　劉育辰  　 　卡麥隆 ／　　　　 納瓦洛
     　　＼                  ／　　　　   鄭博壬
           ＼  　        　／                       　　　　　　
             ＼　        ／　     板  凳
      D H      ＼　　　／    　　 凃壯勳
陳連宏      ＼　／　　    　 高政華　　　　　　
                 高志綱 陳俊輝
林  偉
外籍納瓦洛跟卡麥隆都續留,這隊目前完全沒有變動.
2022年喵喵沒有新的捕手轉教練.

---------------------------------------------------
樂天桃猿教練團
[投手] 林英傑 許銘傑 劉榮華 林敬民 川岸強
[捕手] 許躍騰 古久保健二
[內野] 蔡昱詳 陳雁風 劉品辰 西村弥
[外野] 鮑  伊 蔡建偉 曾豪駒 林政億
[離隊] 曾翊誠 林振賢 劉家豪
曾豪駒 林政億 蔡建偉         投  手
 ＼　                              　／   林英傑
   ＼　　　 陳雁風 西村弥  　　／　   許銘傑
     ＼　　                  　　／　　　 劉榮華
       ＼　劉品辰  　　 蔡昱詳 ／　　　　 林敬民
         ＼                  ／　　　　   川岸強
           ＼  　        　／
             ＼　        ／　     板  凳
      D H   　 ＼　　　／　　     劉品辰
鮑  伊  　　＼　／　　　　　 許躍騰　　　 　
               古久保健二
離開了三人,但是也新加入古久保健二和西村弥兩人,
尤其是內野一二三遊全能的西村弥,剛好補上了原本二壘無人能守的洞.
不過要比賽的話,打擊能力可能是個問題.

---------------------------------------------------
富邦悍將教練團
[投手] 蔡明晋 余文彬 林正豐 呂宗恩 許文錚
[捕手] 黃浩然 劉家豪
[內野] 陳威志 鄭兆行 郭建霖 施金典 黃泰龍
[外野] 鍾承祐 徐育澄 丘昌榮 詹智堯 陳金鋒 呂祐華
[離隊] 洪一中 吳俊良 布魯斯 黃柏揚 朱偉銘 羅  根 陳瑞振 黃甘霖
古久保健二
丘昌榮 詹智堯 鍾承祐         投  手
 ＼　                              　／   蔡明晋
   ＼　　　 黃泰龍 鄭兆行　  　／　   余文彬
     ＼　　                  　　／　　　 林正豐
       ＼　郭建霖  　　 陳威志 ／　　　　 呂宗恩
       　＼                  ／　　　　   許文錚
      　 　＼  　        　／
             ＼　        ／　     板  凳
      D H   　 ＼　　　／　　     施金典
陳金鋒    　＼　／　　 　　　劉家豪
黃浩然 徐育澄
呂祐華
改組最大的富邦悍將教練團,離開了九人(黃柏揚不知道還在不在?)
補上了陳金鋒/丘昌榮/詹智堯,先發成為了火力最強的一隊.
但是投手部份卻有點薄弱,不知道還會再找外籍教練加入嗎?

---------------------------------------------------
味全龍教練團
黃煚隆 張建銘 吳宗峻         投  手
 ＼　                              　／   郭勝安
   ＼　　　  林瑋恩 高須洋介 　　／　   黃亦志
     ＼　　                  　　／　　   邱世杰
       ＼　張泰山  　　 陳志偉 ／　　　　 蕭一傑
         ＼                  ／　　　　   張立帆
           ＼  　        　／
             ＼　        ／　     板  凳
      D H   　 ＼　　　／　　     蘇柏豪
               　＼　／　　　　　 彭立堯　　　
                 葉君璋 林宗男
[投手] 希伯特 蕭一傑 郭勝安 黃亦志 張立帆
[捕手] 葉君璋
[內野] 陳志偉 林瑋恩 張泰山 蘇柏豪 高須洋介
[外野] 張建銘 林宗男 吳宗峻 黃煚隆 彭立堯
[離隊] 希伯特 尼爾托?
味全龍教練團好像也沒什麼變動,
除了希伯特2021年中已離隊,尼爾托不知道會不會續留?
應該還是需要增加投捕或是客座教練的人數.

如果有任何消息或建議也歡迎補充.
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 1.164.0.64 (臺灣)
"
